transaction_id,date,part_number,transaction_type,qty
3955,2024-06-27,P0453,issue,7
3956,2024-06-27,P0288,issue,4
3957,2024-06-27,P0309,receipt,157
3958,2024-06-27,P0237,issue,2
3959,2024-06-28,P0187,issue,3
3960,2024-06-28,P0369,issue,5
3961,2024-06-28,P0387,issue,5
3962,2024-06-28,P0278,issue,7
3963,2024-06-28,P0450,issue,2
3964,2024-06-28,P0457,receipt,200
3965,2024-06-28,P0111,issue,3
3966,2024-06-28,P0448,issue,6
3967,2024-06-28,P0039,receipt,116
3968,2024-06-28,P0134,issue,1
3969,2024-06-28,P0278,receipt,85
3970,2024-06-28,P0044,issue,6
3971,2024-06-28,P0185,issue,5
3972,2024-06-28,P0138,issue,6
3973,2024-06-28,P0265,issue,5
3974,2024-06-28,P0140,issue,5
3975,2024-06-28,P0273,issue,1
3976,2024-06-28,P0493,issue,7
3977,2024-06-28,P0281,issue,6
3978,2024-06-28,P0305,receipt,130
3979,2024-06-28,P0403,issue,5
3980,2024-06-28,P0491,issue,2
3981,2024-06-29,P0159,receipt,159
3982,2024-06-29,P0395,issue,4
3983,2024-06-29,P0279,issue,4
3984,2024-06-29,P0316,receipt,127
3985,2024-06-29,P0124,issue,1
3986,2024-06-29,P0262,issue,3
3987,2024-06-29,P0183,issue,2
3988,2024-06-29,P0047,receipt,152
3989,2024-06-29,P0153,issue,7
3990,2024-06-29,P0250,issue,7
3991,2024-06-29,P0242,issue,5
3992,2024-06-29,P0412,issue,1
3993,2024-06-29,P0047,issue,5
3994,2024-06-29,P0455,issue,1
3995,2024-06-29,P0330,issue,3
3996,2024-06-29,P0313,issue,5
3997,2024-06-29,P0483,receipt,234
3998,2024-06-29,P0480,receipt,126
3999,2024-06-29,P0061,issue,7
4000,2024-06-29,P0490,issue,4
4001,2024-06-29,P0352,issue,5
4002,2024-06-29,P0355,issue,2
4003,2024-06-29,P0254,receipt,136
4004,2024-06-30,P0238,issue,7
4005,2024-06-30,P0253,issue,5
4006,2024-06-30,P0223,receipt,190
4007,2024-06-30,P0024,issue,5
4008,2024-06-30,P0352,issue,1
4009,2024-06-30,P0479,issue,3
4010,2024-06-30,P0315,receipt,84
4011,2024-06-30,P0414,issue,7
4012,2024-06-30,P0344,receipt,132
4013,2024-06-30,P0469,issue,6
4014,2024-06-30,P0464,receipt,214
4015,2024-06-30,P0022,issue,6
4016,2024-06-30,P0084,receipt,108
4017,2024-06-30,P0316,issue,5
4018,2024-06-30,P0476,receipt,158
4019,2024-06-30,P0049,issue,1
4020,2024-06-30,P0411,issue,7
4021,2024-06-30,P0145,issue,6
4022,2024-06-30,P0061,issue,7
4023,2024-06-30,P0281,issue,2
4024,2024-06-30,P0097,receipt,201
4025,2024-06-30,P0444,issue,5
4026,2024-06-30,P0182,issue,6
4027,2024-06-30,P0435,issue,5
4028,2024-06-30,P0066,issue,7
4029,2024-07-01,P0272,issue,1
4030,2024-07-01,P0452,issue,7
4031,2024-07-01,P0212,issue,3
4032,2024-07-01,P0359,issue,6
4033,2024-07-01,P0382,issue,3
4034,2024-07-01,P0499,issue,2
4035,2024-07-01,P0305,issue,2
4036,2024-07-01,P0137,receipt,244
4037,2024-07-01,P0411,issue,1
4038,2024-07-01,P0444,receipt,150
4039,2024-07-01,P0481,issue,1
4040,2024-07-01,P0308,issue,7
4041,2024-07-01,P0475,receipt,109
4042,2024-07-01,P0114,issue,6
4043,2024-07-01,P0039,issue,6
4044,2024-07-01,P0089,issue,3
4045,2024-07-01,P0209,issue,7
4046,2024-07-02,P0426,receipt,145
4047,2024-07-02,P0092,issue,4
4048,2024-07-02,P0214,receipt,153
4049,2024-07-02,P0147,issue,4
4050,2024-07-02,P0493,issue,5
4051,2024-07-02,P0315,issue,6
4052,2024-07-02,P0283,issue,1
4053,2024-07-02,P0024,issue,3
4054,2024-07-02,P0203,issue,6
4055,2024-07-02,P0391,issue,6
4056,2024-07-02,P0201,issue,3
4057,2024-07-02,P0001,issue,6
4058,2024-07-02,P0405,issue,2
4059,2024-07-03,P0298,issue,2
4060,2024-07-03,P0411,issue,3
4061,2024-07-03,P0202,issue,1
4062,2024-07-03,P0271,issue,5
4063,2024-07-03,P0015,receipt,115
4064,2024-07-03,P0257,issue,2
4065,2024-07-03,P0394,receipt,111
4066,2024-07-03,P0340,issue,1
4067,2024-07-03,P0020,issue,2
4068,2024-07-03,P0123,issue,1
4069,2024-07-03,P0465,issue,3
4070,2024-07-03,P0070,issue,2
4071,2024-07-03,P0457,issue,4
4072,2024-07-03,P0054,receipt,93
4073,2024-07-03,P0491,receipt,199
4074,2024-07-03,P0283,receipt,244
4075,2024-07-03,P0391,issue,3
4076,2024-07-03,P0160,issue,4
4077,2024-07-03,P0008,issue,3
4078,2024-07-04,P0144,issue,4
4079,2024-07-04,P0309,issue,6
4080,2024-07-04,P0196,issue,4
4081,2024-07-04,P0127,issue,7
4082,2024-07-04,P0485,receipt,245
4083,2024-07-04,P0281,issue,6
4084,2024-07-04,P0063,issue,6
4085,2024-07-04,P0058,issue,5
4086,2024-07-04,P0497,issue,1
4087,2024-07-04,P0052,issue,6
4088,2024-07-04,P0452,receipt,136
4089,2024-07-04,P0257,receipt,240
4090,2024-07-04,P0260,receipt,163
4091,2024-07-04,P0021,issue,3
4092,2024-07-04,P0108,issue,2
4093,2024-07-04,P0091,issue,6
4094,2024-07-04,P0161,issue,1
4095,2024-07-04,P0358,issue,2
4096,2024-07-04,P0451,issue,4
4097,2024-07-04,P0385,issue,4
4098,2024-07-04,P0289,issue,6
4099,2024-07-04,P0086,issue,7
4100,2024-07-04,P0285,issue,1
4101,2024-07-05,P0428,issue,6
4102,2024-07-05,P0310,receipt,165
4103,2024-07-05,P0485,receipt,209
4104,2024-07-05,P0068,issue,6
4105,2024-07-05,P0064,receipt,150
4106,2024-07-05,P0276,receipt,125
4107,2024-07-05,P0076,issue,4
4108,2024-07-05,P0452,issue,3
4109,2024-07-05,P0285,issue,7
4110,2024-07-05,P0092,issue,1
4111,2024-07-05,P0327,issue,6
4112,2024-07-05,P0015,issue,4
4113,2024-07-05,P0464,receipt,237
4114,2024-07-05,P0402,issue,2
4115,2024-07-05,P0019,issue,3
4116,2024-07-05,P0455,issue,2
4117,2024-07-05,P0318,issue,6
4118,2024-07-05,P0145,issue,6
4119,2024-07-05,P0386,issue,2
4120,2024-07-05,P0153,issue,6
4121,2024-07-05,P0279,issue,5
4122,2024-07-05,P0194,issue,3
4123,2024-07-05,P0474,issue,2
4124,2024-07-06,P0123,issue,2
4125,2024-07-06,P0336,receipt,223
4126,2024-07-06,P0465,issue,4
4127,2024-07-06,P0410,issue,1
4128,2024-07-06,P0406,receipt,236
4129,2024-07-06,P0371,receipt,106
4130,2024-07-06,P0247,issue,7
4131,2024-07-06,P0347,issue,6
4132,2024-07-06,P0346,issue,1
4133,2024-07-06,P0301,issue,3
4134,2024-07-06,P0482,receipt,238
4135,2024-07-06,P0084,issue,4
4136,2024-07-06,P0332,receipt,207
4137,2024-07-06,P0284,issue,7
4138,2024-07-06,P0424,receipt,119
4139,2024-07-06,P0195,receipt,99
4140,2024-07-06,P0044,issue,3
4141,2024-07-06,P0403,issue,5
4142,2024-07-06,P0246,issue,5
4143,2024-07-06,P0169,issue,2
4144,2024-07-06,P0275,issue,1
4145,2024-07-06,P0282,receipt,212
4146,2024-07-06,P0262,issue,7
4147,2024-07-06,P0287,issue,2
4148,2024-07-06,P0258,issue,5
4149,2024-07-06,P0042,issue,7
4150,2024-07-06,P0109,issue,2
4151,2024-07-07,P0028,issue,5
4152,2024-07-07,P0148,issue,7
4153,2024-07-07,P0230,issue,3
4154,2024-07-07,P0370,issue,4
4155,2024-07-07,P0483,issue,1
4156,2024-07-07,P0365,issue,7
4157,2024-07-07,P0252,issue,2
4158,2024-07-07,P0298,receipt,138
4159,2024-07-07,P0482,issue,6
4160,2024-07-07,P0302,receipt,89
4161,2024-07-07,P0424,receipt,95
4162,2024-07-07,P0201,issue,6
4163,2024-07-07,P0264,receipt,205
4164,2024-07-07,P0145,issue,4
4165,2024-07-07,P0043,issue,4
4166,2024-07-07,P0479,issue,1
4167,2024-07-07,P0420,receipt,169
4168,2024-07-07,P0200,issue,7
4169,2024-07-07,P0165,issue,4
4170,2024-07-07,P0227,issue,2
4171,2024-07-07,P0424,issue,2
4172,2024-07-07,P0265,issue,6
4173,2024-07-07,P0072,issue,4
4174,2024-07-07,P0136,issue,3
4175,2024-07-07,P0025,issue,7
4176,2024-07-08,P0209,receipt,186
4177,2024-07-08,P0250,issue,3
4178,2024-07-08,P0387,issue,4
4179,2024-07-08,P0090,issue,2
4180,2024-07-08,P0403,receipt,227
4181,2024-07-08,P0440,issue,2
4182,2024-07-08,P0086,issue,6
4183,2024-07-08,P0172,issue,4
4184,2024-07-08,P0256,receipt,191
4185,2024-07-08,P0105,receipt,125
4186,2024-07-08,P0459,issue,6
4187,2024-07-08,P0266,receipt,178
4188,2024-07-08,P0003,issue,1
4189,2024-07-08,P0462,issue,7
4190,2024-07-08,P0328,issue,5
4191,2024-07-08,P0281,issue,5
4192,2024-07-08,P0172,receipt,131
4193,2024-07-08,P0313,issue,4
4194,2024-07-08,P0327,issue,3
4195,2024-07-08,P0132,receipt,176
4196,2024-07-08,P0159,receipt,104
4197,2024-07-08,P0438,issue,3
4198,2024-07-09,P0304,issue,7
4199,2024-07-09,P0382,issue,2
4200,2024-07-09,P0113,issue,3
4201,2024-07-09,P0279,receipt,95
4202,2024-07-09,P0257,issue,3
4203,2024-07-09,P0418,receipt,154
4204,2024-07-09,P0411,issue,7
4205,2024-07-09,P0425,issue,5
4206,2024-07-09,P0218,issue,1
4207,2024-07-09,P0442,issue,3
4208,2024-07-09,P0223,issue,4
4209,2024-07-09,P0266,issue,1
4210,2024-07-09,P0112,issue,3
4211,2024-07-09,P0255,issue,6
4212,2024-07-09,P0094,receipt,184
4213,2024-07-09,P0149,issue,1
4214,2024-07-09,P0460,receipt,188
4215,2024-07-09,P0406,issue,6
4216,2024-07-09,P0374,issue,7
4217,2024-07-10,P0314,receipt,234
4218,2024-07-10,P0221,issue,3
4219,2024-07-10,P0362,issue,3
4220,2024-07-10,P0320,issue,2
4221,2024-07-10,P0064,issue,6
4222,2024-07-10,P0463,issue,5
4223,2024-07-10,P0166,issue,4
4224,2024-07-10,P0165,issue,1
4225,2024-07-10,P0214,issue,2
4226,2024-07-10,P0256,issue,5
4227,2024-07-10,P0399,issue,1
4228,2024-07-10,P0266,issue,1
4229,2024-07-10,P0429,issue,2
4230,2024-07-10,P0432,issue,6
4231,2024-07-10,P0044,receipt,225
4232,2024-07-10,P0491,issue,5
4233,2024-07-10,P0214,receipt,105
4234,2024-07-10,P0389,issue,2
4235,2024-07-10,P0094,receipt,92
4236,2024-07-10,P0084,receipt,132
4237,2024-07-10,P0239,issue,3
4238,2024-07-10,P0282,issue,6
4239,2024-07-10,P0491,receipt,100
4240,2024-07-11,P0324,receipt,98
4241,2024-07-11,P0138,receipt,111
4242,2024-07-11,P0191,issue,2
4243,2024-07-11,P0405,issue,1
4244,2024-07-11,P0155,receipt,128
4245,2024-07-11,P0427,receipt,222
4246,2024-07-11,P0052,receipt,83
4247,2024-07-11,P0485,issue,7
4248,2024-07-11,P0118,receipt,216
4249,2024-07-11,P0031,issue,3
4250,2024-07-11,P0132,receipt,247
4251,2024-07-11,P0158,issue,6
4252,2024-07-12,P0264,receipt,236
4253,2024-07-12,P0459,receipt,146
4254,2024-07-12,P0253,receipt,234
4255,2024-07-12,P0325,issue,5
4256,2024-07-12,P0188,issue,5
4257,2024-07-12,P0170,issue,2
4258,2024-07-12,P0496,receipt,119
4259,2024-07-12,P0367,receipt,218
4260,2024-07-12,P0163,receipt,193
4261,2024-07-12,P0447,issue,4
4262,2024-07-12,P0424,issue,6
4263,2024-07-12,P0485,issue,7
4264,2024-07-12,P0265,issue,6
4265,2024-07-12,P0439,issue,4
4266,2024-07-12,P0469,issue,5
4267,2024-07-12,P0026,issue,3
4268,2024-07-12,P0259,issue,1
4269,2024-07-12,P0211,issue,6
4270,2024-07-12,P0245,issue,2
4271,2024-07-12,P0203,issue,2
4272,2024-07-12,P0209,issue,7
4273,2024-07-12,P0368,issue,7
4274,2024-07-12,P0235,issue,7
4275,2024-07-12,P0402,issue,2
4276,2024-07-12,P0024,issue,1
4277,2024-07-13,P0129,issue,2
4278,2024-07-13,P0337,issue,4
4279,2024-07-13,P0220,receipt,92
4280,2024-07-13,P0260,receipt,104
4281,2024-07-13,P0337,receipt,133
4282,2024-07-13,P0351,issue,2
4283,2024-07-13,P0391,issue,3
4284,2024-07-13,P0347,receipt,139
4285,2024-07-13,P0051,receipt,110
4286,2024-07-13,P0350,issue,5
4287,2024-07-13,P0425,issue,3
4288,2024-07-13,P0401,issue,7
4289,2024-07-13,P0364,issue,2
4290,2024-07-13,P0429,issue,2
4291,2024-07-13,P0373,issue,2
4292,2024-07-13,P0386,issue,6
4293,2024-07-14,P0457,issue,3
4294,2024-07-14,P0217,issue,4
4295,2024-07-14,P0444,receipt,173
4296,2024-07-14,P0239,issue,3
4297,2024-07-14,P0281,issue,4
4298,2024-07-14,P0372,issue,4
4299,2024-07-14,P0225,receipt,106
4300,2024-07-14,P0450,issue,1
4301,2024-07-14,P0415,issue,2
4302,2024-07-14,P0380,issue,2
4303,2024-07-14,P0364,issue,1
4304,2024-07-14,P0249,issue,5
4305,2024-07-14,P0154,receipt,167
4306,2024-07-14,P0483,receipt,85
4307,2024-07-14,P0260,issue,3
4308,2024-07-14,P0476,receipt,95
4309,2024-07-14,P0398,receipt,153
4310,2024-07-14,P0271,issue,7
4311,2024-07-14,P0074,issue,6
4312,2024-07-14,P0320,receipt,191
4313,2024-07-14,P0009,issue,5
4314,2024-07-14,P0231,issue,2
4315,2024-07-15,P0486,receipt,91
4316,2024-07-15,P0056,issue,4
4317,2024-07-15,P0203,issue,4
4318,2024-07-15,P0222,issue,5
4319,2024-07-15,P0413,issue,3
4320,2024-07-15,P0054,issue,7
4321,2024-07-15,P0485,receipt,153
4322,2024-07-15,P0026,receipt,156
4323,2024-07-15,P0099,issue,7
4324,2024-07-15,P0002,receipt,146
4325,2024-07-15,P0396,issue,7
4326,2024-07-15,P0424,receipt,145
4327,2024-07-15,P0244,issue,4
4328,2024-07-15,P0382,receipt,165
4329,2024-07-15,P0495,issue,5
4330,2024-07-15,P0065,issue,6
4331,2024-07-15,P0361,receipt,246
4332,2024-07-15,P0126,issue,7
4333,2024-07-15,P0026,issue,7
4334,2024-07-15,P0485,issue,7
4335,2024-07-15,P0410,issue,2
4336,2024-07-15,P0169,issue,4
4337,2024-07-16,P0047,receipt,172
4338,2024-07-16,P0312,receipt,203
4339,2024-07-16,P0221,receipt,86
4340,2024-07-16,P0024,issue,5
4341,2024-07-16,P0277,receipt,92
4342,2024-07-16,P0465,receipt,132
4343,2024-07-16,P0471,receipt,230
4344,2024-07-16,P0151,issue,2
4345,2024-07-16,P0020,issue,4
4346,2024-07-16,P0374,issue,5
4347,2024-07-16,P0134,issue,7
4348,2024-07-16,P0478,issue,3
4349,2024-07-16,P0014,issue,2
4350,2024-07-16,P0468,issue,7
4351,2024-07-16,P0273,receipt,128
4352,2024-07-16,P0073,receipt,142
4353,2024-07-16,P0260,issue,5
4354,2024-07-16,P0201,issue,3
4355,2024-07-16,P0228,issue,7
4356,2024-07-16,P0300,issue,5
4357,2024-07-16,P0396,issue,4
4358,2024-07-16,P0431,receipt,98
4359,2024-07-17,P0321,issue,3
4360,2024-07-17,P0170,issue,6
4361,2024-07-17,P0265,issue,5
4362,2024-07-17,P0195,receipt,188
4363,2024-07-17,P0301,issue,3
4364,2024-07-17,P0348,issue,2
4365,2024-07-17,P0224,issue,6
4366,2024-07-17,P0348,issue,4
4367,2024-07-17,P0153,issue,6
4368,2024-07-17,P0360,issue,3
4369,2024-07-17,P0325,issue,4
4370,2024-07-17,P0293,issue,3
4371,2024-07-17,P0192,issue,3
4372,2024-07-17,P0269,issue,3
4373,2024-07-17,P0488,issue,5
4374,2024-07-17,P0394,issue,2
4375,2024-07-17,P0028,issue,7
4376,2024-07-17,P0053,issue,3
4377,2024-07-17,P0076,issue,7
4378,2024-07-17,P0121,issue,6
4379,2024-07-17,P0252,issue,3
4380,2024-07-17,P0292,issue,3
4381,2024-07-17,P0113,receipt,86
4382,2024-07-18,P0354,issue,6
4383,2024-07-18,P0342,issue,7
4384,2024-07-18,P0233,issue,6
4385,2024-07-18,P0280,issue,1
4386,2024-07-18,P0224,receipt,99
4387,2024-07-18,P0080,issue,4
4388,2024-07-18,P0220,issue,2
4389,2024-07-18,P0320,issue,2
4390,2024-07-18,P0402,issue,3
4391,2024-07-18,P0399,issue,5
4392,2024-07-18,P0104,issue,7
4393,2024-07-18,P0230,receipt,140
4394,2024-07-18,P0105,issue,3
4395,2024-07-18,P0465,issue,4
4396,2024-07-18,P0434,issue,1
4397,2024-07-18,P0234,receipt,128
4398,2024-07-18,P0008,issue,1
4399,2024-07-18,P0126,issue,3
4400,2024-07-18,P0434,issue,7
4401,2024-07-18,P0262,issue,4
4402,2024-07-19,P0034,receipt,109
4403,2024-07-19,P0335,issue,1
4404,2024-07-19,P0372,issue,3
4405,2024-07-19,P0070,issue,2
4406,2024-07-19,P0359,receipt,156
4407,2024-07-19,P0007,receipt,147
4408,2024-07-19,P0396,issue,5
4409,2024-07-19,P0213,issue,6
4410,2024-07-19,P0121,receipt,134
4411,2024-07-19,P0348,issue,5
4412,2024-07-19,P0175,issue,3
4413,2024-07-19,P0497,issue,7
4414,2024-07-19,P0228,receipt,191
4415,2024-07-19,P0153,issue,1
4416,2024-07-19,P0133,receipt,131
4417,2024-07-19,P0192,issue,6
4418,2024-07-19,P0195,issue,7
4419,2024-07-19,P0037,issue,7
4420,2024-07-19,P0068,issue,3
4421,2024-07-19,P0089,issue,7
4422,2024-07-20,P0268,receipt,215
4423,2024-07-20,P0293,issue,6
4424,2024-07-20,P0299,issue,4
4425,2024-07-20,P0150,issue,6
4426,2024-07-20,P0119,receipt,132
4427,2024-07-20,P0090,issue,4
4428,2024-07-20,P0295,issue,6
4429,2024-07-20,P0476,receipt,179
4430,2024-07-20,P0407,issue,6
4431,2024-07-20,P0128,issue,7
4432,2024-07-20,P0487,issue,5
4433,2024-07-20,P0207,issue,5
4434,2024-07-20,P0031,issue,3
4435,2024-07-20,P0397,receipt,89
4436,2024-07-20,P0242,issue,4
4437,2024-07-20,P0200,issue,1
4438,2024-07-20,P0237,receipt,92
4439,2024-07-20,P0310,issue,4
4440,2024-07-20,P0436,issue,5
4441,2024-07-20,P0428,issue,5
4442,2024-07-20,P0290,issue,7
4443,2024-07-20,P0117,issue,2
4444,2024-07-21,P0272,issue,6
4445,2024-07-21,P0416,receipt,188
4446,2024-07-21,P0161,issue,6
4447,2024-07-21,P0397,receipt,83
4448,2024-07-21,P0371,receipt,231
4449,2024-07-21,P0214,receipt,140
4450,2024-07-21,P0009,issue,7
4451,2024-07-21,P0312,issue,5
4452,2024-07-21,P0135,issue,5
4453,2024-07-21,P0038,receipt,103
4454,2024-07-21,P0027,issue,4
4455,2024-07-21,P0412,issue,1
4456,2024-07-21,P0377,issue,7
4457,2024-07-21,P0340,issue,1
4458,2024-07-21,P0470,issue,7
4459,2024-07-21,P0112,issue,2
4460,2024-07-21,P0165,issue,4
4461,2024-07-21,P0111,issue,1
4462,2024-07-21,P0016,issue,6
4463,2024-07-21,P0276,receipt,144
4464,2024-07-21,P0420,issue,3
4465,2024-07-21,P0498,issue,5
4466,2024-07-21,P0397,issue,4
4467,2024-07-21,P0304,issue,5
4468,2024-07-21,P0130,receipt,161
4469,2024-07-21,P0313,issue,6
4470,2024-07-21,P0338,issue,4
4471,2024-07-22,P0350,receipt,151
4472,2024-07-22,P0295,issue,6
4473,2024-07-22,P0396,issue,4
4474,2024-07-22,P0039,issue,6
4475,2024-07-22,P0166,issue,3
4476,2024-07-22,P0154,receipt,247
4477,2024-07-22,P0497,issue,6
4478,2024-07-22,P0367,issue,6
4479,2024-07-22,P0006,issue,2
4480,2024-07-22,P0356,issue,7
4481,2024-07-22,P0477,receipt,152
4482,2024-07-22,P0349,issue,7
4483,2024-07-22,P0152,issue,3
4484,2024-07-22,P0206,issue,5
4485,2024-07-22,P0169,receipt,103
4486,2024-07-22,P0385,receipt,228
4487,2024-07-22,P0441,receipt,130
4488,2024-07-22,P0102,issue,7
4489,2024-07-22,P0395,issue,7
4490,2024-07-22,P0381,issue,7
4491,2024-07-22,P0014,issue,1
4492,2024-07-22,P0261,issue,5
4493,2024-07-22,P0269,issue,6
4494,2024-07-22,P0321,receipt,81
4495,2024-07-22,P0023,issue,2
4496,2024-07-23,P0451,receipt,221
4497,2024-07-23,P0473,issue,1
4498,2024-07-23,P0340,issue,3
4499,2024-07-23,P0313,issue,7
4500,2024-07-23,P0375,issue,6
4501,2024-07-23,P0087,receipt,178
4502,2024-07-23,P0051,receipt,122
4503,2024-07-23,P0460,issue,6
4504,2024-07-23,P0481,issue,1
4505,2024-07-23,P0499,receipt,155
4506,2024-07-23,P0020,issue,6
4507,2024-07-23,P0489,issue,7
4508,2024-07-23,P0013,issue,6
4509,2024-07-23,P0324,issue,7
4510,2024-07-23,P0162,issue,5
4511,2024-07-23,P0088,issue,7
4512,2024-07-23,P0206,receipt,105
4513,2024-07-23,P0237,issue,5
4514,2024-07-23,P0210,issue,4
4515,2024-07-23,P0232,issue,2
4516,2024-07-23,P0344,issue,5
4517,2024-07-23,P0005,issue,3
4518,2024-07-23,P0120,issue,1
4519,2024-07-23,P0180,issue,3
4520,2024-07-23,P0332,issue,4
4521,2024-07-24,P0366,issue,1
4522,2024-07-24,P0347,issue,5
4523,2024-07-24,P0234,issue,4
4524,2024-07-24,P0089,receipt,179
4525,2024-07-24,P0244,issue,1
4526,2024-07-24,P0002,issue,7
4527,2024-07-24,P0165,issue,3
4528,2024-07-24,P0164,issue,5
4529,2024-07-24,P0155,issue,7
4530,2024-07-24,P0333,issue,3
4531,2024-07-24,P0357,receipt,170
4532,2024-07-24,P0286,issue,3
4533,2024-07-24,P0437,issue,3
4534,2024-07-24,P0060,issue,1
4535,2024-07-24,P0349,issue,5
4536,2024-07-24,P0316,issue,3
4537,2024-07-24,P0260,receipt,110
4538,2024-07-24,P0447,issue,2
4539,2024-07-24,P0310,receipt,89
4540,2024-07-24,P0461,issue,3
4541,2024-07-25,P0239,receipt,104
4542,2024-07-25,P0419,issue,2
4543,2024-07-25,P0404,receipt,102
4544,2024-07-25,P0243,issue,4
4545,2024-07-25,P0433,receipt,101
4546,2024-07-25,P0179,receipt,163
4547,2024-07-25,P0402,issue,1
4548,2024-07-25,P0106,issue,1
4549,2024-07-25,P0243,issue,6
4550,2024-07-25,P0255,issue,6
4551,2024-07-25,P0251,issue,7
4552,2024-07-25,P0214,issue,6
4553,2024-07-25,P0231,issue,7
4554,2024-07-25,P0487,issue,7
4555,2024-07-25,P0195,receipt,101
4556,2024-07-25,P0479,receipt,96
4557,2024-07-25,P0442,receipt,94
4558,2024-07-25,P0319,issue,3
4559,2024-07-25,P0458,receipt,239
4560,2024-07-25,P0454,issue,2
4561,2024-07-25,P0179,issue,1
4562,2024-07-25,P0245,issue,1
4563,2024-07-25,P0205,receipt,95
4564,2024-07-26,P0255,issue,6
4565,2024-07-26,P0162,issue,5
4566,2024-07-26,P0425,issue,5
4567,2024-07-26,P0166,issue,4
4568,2024-07-26,P0357,issue,7
4569,2024-07-26,P0108,issue,4
4570,2024-07-26,P0229,issue,2
4571,2024-07-26,P0322,issue,3
4572,2024-07-26,P0375,issue,1
4573,2024-07-26,P0046,receipt,101
4574,2024-07-26,P0498,issue,4
4575,2024-07-26,P0118,issue,4
4576,2024-07-26,P0279,issue,1
4577,2024-07-26,P0243,receipt,176
4578,2024-07-26,P0317,issue,7
4579,2024-07-26,P0267,receipt,122
4580,2024-07-26,P0296,receipt,223
4581,2024-07-26,P0146,receipt,211
4582,2024-07-26,P0074,issue,7
4583,2024-07-26,P0068,issue,3
4584,2024-07-26,P0113,issue,2
4585,2024-07-26,P0212,issue,7
4586,2024-07-26,P0022,issue,5
4587,2024-07-26,P0474,receipt,86
4588,2024-07-26,P0322,issue,1
4589,2024-07-27,P0126,issue,3
4590,2024-07-27,P0485,issue,3
4591,2024-07-27,P0476,issue,6
4592,2024-07-27,P0122,issue,2
4593,2024-07-27,P0097,receipt,150
4594,2024-07-27,P0126,receipt,150
4595,2024-07-27,P0391,issue,7
4596,2024-07-27,P0332,issue,5
4597,2024-07-27,P0477,issue,6
4598,2024-07-27,P0335,issue,1
4599,2024-07-27,P0188,issue,2
4600,2024-07-27,P0457,receipt,165
4601,2024-07-27,P0411,issue,4
4602,2024-07-27,P0237,issue,1
4603,2024-07-27,P0198,issue,3
4604,2024-07-27,P0033,issue,1
4605,2024-07-27,P0407,receipt,111
4606,2024-07-27,P0422,issue,3
4607,2024-07-27,P0237,receipt,213
4608,2024-07-27,P0162,issue,1
4609,2024-07-27,P0184,issue,3
4610,2024-07-27,P0013,issue,3
4611,2024-07-28,P0285,issue,6
4612,2024-07-28,P0268,issue,7
4613,2024-07-28,P0085,issue,7
4614,2024-07-28,P0087,receipt,232
4615,2024-07-28,P0013,issue,7
4616,2024-07-28,P0414,issue,7
4617,2024-07-28,P0255,issue,3
4618,2024-07-28,P0111,issue,4
4619,2024-07-28,P0027,receipt,150
4620,2024-07-28,P0252,issue,1
4621,2024-07-28,P0152,issue,5
4622,2024-07-28,P0151,receipt,223
4623,2024-07-28,P0011,issue,7
4624,2024-07-28,P0131,issue,7
4625,2024-07-28,P0033,issue,6
4626,2024-07-28,P0199,receipt,118
4627,2024-07-28,P0067,issue,4
4628,2024-07-28,P0445,issue,2
4629,2024-07-28,P0281,receipt,131
4630,2024-07-28,P0339,issue,5
4631,2024-07-28,P0439,issue,3
4632,2024-07-28,P0486,receipt,170
4633,2024-07-29,P0253,receipt,220
4634,2024-07-29,P0045,issue,6
4635,2024-07-29,P0153,issue,5
4636,2024-07-29,P0469,issue,6
4637,2024-07-29,P0455,issue,6
4638,2024-07-29,P0416,issue,2
4639,2024-07-29,P0149,issue,1
4640,2024-07-29,P0249,issue,5
4641,2024-07-29,P0446,issue,4
4642,2024-07-29,P0119,issue,5
4643,2024-07-29,P0269,receipt,141
4644,2024-07-29,P0307,issue,5
4645,2024-07-29,P0143,issue,5
4646,2024-07-29,P0271,issue,4
4647,2024-07-30,P0066,issue,3
4648,2024-07-30,P0417,issue,1
4649,2024-07-30,P0318,issue,7
4650,2024-07-30,P0009,issue,3
4651,2024-07-30,P0445,issue,2
4652,2024-07-30,P0143,issue,3
4653,2024-07-30,P0258,issue,2
4654,2024-07-30,P0264,receipt,188
4655,2024-07-30,P0323,issue,7
4656,2024-07-30,P0246,issue,7
4657,2024-07-30,P0034,issue,7
4658,2024-07-30,P0270,issue,4
4659,2024-07-31,P0019,issue,4
4660,2024-07-31,P0134,issue,4
4661,2024-07-31,P0197,receipt,137
4662,2024-07-31,P0140,receipt,85
4663,2024-07-31,P0485,issue,7
4664,2024-07-31,P0394,issue,4
4665,2024-07-31,P0319,issue,4
4666,2024-07-31,P0154,receipt,180
4667,2024-07-31,P0153,receipt,218
4668,2024-07-31,P0240,issue,5
4669,2024-07-31,P0111,issue,1
4670,2024-07-31,P0411,issue,3
4671,2024-07-31,P0243,issue,5
4672,2024-07-31,P0342,issue,4
4673,2024-07-31,P0049,receipt,236
4674,2024-07-31,P0274,issue,3
4675,2024-08-01,P0072,issue,3
4676,2024-08-01,P0468,issue,7
4677,2024-08-01,P0420,receipt,93
4678,2024-08-01,P0334,issue,5
4679,2024-08-01,P0443,issue,2
4680,2024-08-01,P0454,issue,2
